Source	Target	Weight
Euk_ASV_102	Euk_ASV_122	0.147667368337149
Euk_ASV_87	Euk_ASV_123	0.169722427086795
Euk_ASV_4	Euk_ASV_124	0.16298496241466
Euk_ASV_67	Euk_ASV_126	0.168038271634126
Euk_ASV_117	Euk_ASV_126	0.14679504331259
Euk_ASV_12	Euk_ASV_128	0.229339718650542
Euk_ASV_98	Euk_ASV_129	0.224734534403295
Euk_ASV_100	Euk_ASV_129	0.129381507667625
Euk_ASV_28	Euk_ASV_130	0.52175996836956
Euk_ASV_33	Euk_ASV_130	0.361872117160354
Euk_ASV_59	Euk_ASV_130	0.274042921329081
Euk_ASV_93	Euk_ASV_130	-0.144628490293016
Euk_ASV_102	Euk_ASV_130	0.171031083002235
Euk_ASV_5	Euk_ASV_131	0.134037290155438
Euk_ASV_21	Euk_ASV_131	0.134537036438685
Euk_ASV_76	Euk_ASV_133	0.13732471202144
Euk_ASV_78	Euk_ASV_133	0.250705891156995
Euk_ASV_82	Euk_ASV_133	0.233344313944626
Euk_ASV_15	Euk_ASV_134	0.137598290567664
Euk_ASV_93	Euk_ASV_134	0.148380283517434
Euk_ASV_103	Euk_ASV_134	0.149655268720398
Euk_ASV_122	Euk_ASV_134	0.136059934210728
Euk_ASV_57	Euk_ASV_136	0.145101176282186
Euk_ASV_89	Euk_ASV_138	0.156563643030939
Euk_ASV_56	Euk_ASV_139	0.135435579659411
Euk_ASV_94	Euk_ASV_139	0.250217412096475
Euk_ASV_104	Euk_ASV_139	0.432292422505702
Euk_ASV_107	Euk_ASV_139	0.152707106404432
Euk_ASV_122	Euk_ASV_142	0.14905044027455
Euk_ASV_83	Euk_ASV_144	0.214352658926912
Euk_ASV_88	Euk_ASV_145	0.177917032951794
Euk_ASV_22	Euk_ASV_146	0.181063702489815
Euk_ASV_51	Euk_ASV_146	0.222072507585638
Euk_ASV_23	Euk_ASV_151	0.138507599655749
Euk_ASV_57	Euk_ASV_151	0.262370126307442
Euk_ASV_86	Euk_ASV_151	0.212007609436275
Euk_ASV_114	Euk_ASV_154	0.195755268403975
Euk_ASV_151	Euk_ASV_154	0.266140138858209
Euk_ASV_109	Euk_ASV_156	0.31711222080437
Euk_ASV_130	Euk_ASV_156	0.17564369738102
Euk_ASV_32	Euk_ASV_158	0.129650989617152
Euk_ASV_94	Euk_ASV_158	0.171717627143032
Euk_ASV_50	Euk_ASV_159	0.176784973196831
Euk_ASV_84	Euk_ASV_159	0.14917258093943
Euk_ASV_100	Euk_ASV_159	0.190395603007148
Euk_ASV_109	Euk_ASV_159	0.148261816257931
Euk_ASV_16	Euk_ASV_160	0.274926001358406
Euk_ASV_116	Euk_ASV_160	0.129492598896199
Euk_ASV_56	Euk_ASV_162	0.193207810538112
Euk_ASV_59	Euk_ASV_162	0.136164685531901
Euk_ASV_76	Euk_ASV_162	0.146896812580297
Euk_ASV_97	Euk_ASV_162	0.296537616064659
Euk_ASV_130	Euk_ASV_162	0.226463164345408
Euk_ASV_139	Euk_ASV_162	0.27908631950664
Euk_ASV_136	Euk_ASV_164	0.253232892741133
Euk_ASV_146	Euk_ASV_164	0.190141102057877
Euk_ASV_53	Euk_ASV_169	0.194995737509112
Euk_ASV_87	Euk_ASV_169	0.131441832236982
Euk_ASV_93	Euk_ASV_169	0.275584690882389
Euk_ASV_97	Euk_ASV_169	0.145866506349375
Euk_ASV_120	Euk_ASV_169	0.142595153212531
Euk_ASV_22	Euk_ASV_170	0.177910452259445
Euk_ASV_146	Euk_ASV_170	0.239719597526679
Euk_ASV_159	Euk_ASV_171	0.130284650345544
Euk_ASV_107	Euk_ASV_176	0.24381268587083
Euk_ASV_38	Euk_ASV_177	0.131959115971712
Euk_ASV_44	Euk_ASV_177	0.201698808641857
Euk_ASV_118	Euk_ASV_177	0.20249354095426
Euk_ASV_158	Euk_ASV_177	0.149021453784008
Euk_ASV_50	Euk_ASV_179	0.160891328940271
Euk_ASV_59	Euk_ASV_179	0.263469085084601
Euk_ASV_102	Euk_ASV_179	0.175937577281038
Euk_ASV_142	Euk_ASV_179	0.212104188577548
Euk_ASV_51	Euk_ASV_180	0.240664180666375
Euk_ASV_57	Euk_ASV_180	0.168012976431508
Euk_ASV_170	Euk_ASV_180	0.194939399424547
Euk_ASV_15	Euk_ASV_181	0.238351455223282
Euk_ASV_120	Euk_ASV_181	0.1301853603444
Euk_ASV_20	Euk_ASV_182	0.282493067806377
Euk_ASV_59	Euk_ASV_182	0.14848339994814
Euk_ASV_66	Euk_ASV_182	0.205991628874924
Euk_ASV_98	Euk_ASV_182	0.15961564830172
Euk_ASV_171	Euk_ASV_182	0.199168126518981
Euk_ASV_85	Euk_ASV_184	0.141438281982287
Euk_ASV_44	Euk_ASV_187	0.210493251681328
Euk_ASV_50	Euk_ASV_187	0.320969460531671
Euk_ASV_53	Euk_ASV_187	0.193981721997261
Euk_ASV_59	Euk_ASV_187	0.427171744386127
Euk_ASV_76	Euk_ASV_187	0.255977720388296
Euk_ASV_102	Euk_ASV_187	0.186261714883975
Euk_ASV_133	Euk_ASV_187	0.299790519447136
Euk_ASV_139	Euk_ASV_187	0.193877324333398
Euk_ASV_158	Euk_ASV_187	0.142483626120952
Euk_ASV_88	Euk_ASV_189	0.148742759104213
Euk_ASV_162	Euk_ASV_189	0.1335931726599
Euk_ASV_38	Euk_ASV_191	0.169214880632925
Euk_ASV_29	Euk_ASV_192	0.320956228777273
Euk_ASV_143	Euk_ASV_193	0.360855182208813
Euk_ASV_69	Euk_ASV_194	0.167539547317166
Euk_ASV_123	Euk_ASV_194	0.14792389463139
Euk_ASV_17	Euk_ASV_196	0.141893991445318
Euk_ASV_60	Euk_ASV_197	0.220524000286898
Euk_ASV_80	Euk_ASV_197	0.132303786015099
Euk_ASV_95	Euk_ASV_197	0.14567975614855
Euk_ASV_60	Euk_ASV_198	0.134341250634691
Euk_ASV_95	Euk_ASV_198	0.189519396160847
Euk_ASV_197	Euk_ASV_198	0.136679490217882
Euk_ASV_189	Euk_ASV_199	0.148350329936272
Euk_ASV_109	Euk_ASV_200	0.158597126603127
Euk_ASV_54	Euk_ASV_201	0.157155474554337
Euk_ASV_198	Euk_ASV_202	0.144996264461131
Euk_ASV_6	Euk_ASV_204	0.178759303339754
Euk_ASV_55	Euk_ASV_204	0.169823608670261
Euk_ASV_28	Euk_ASV_206	0.265717113906589
Euk_ASV_36	Euk_ASV_206	0.142578872641866
Euk_ASV_31	Euk_ASV_207	0.15580658216882
Euk_ASV_92	Euk_ASV_207	0.624742433534642
Euk_ASV_188	Euk_ASV_207	0.153966334340785
Euk_ASV_92	Euk_ASV_208	0.541535464650218
Euk_ASV_172	Euk_ASV_208	0.246080970148818
Euk_ASV_183	Euk_ASV_208	0.141682992113112
Euk_ASV_56	Euk_ASV_209	0.153530025268798
Euk_ASV_134	Euk_ASV_209	0.206529824222174
Euk_ASV_32	Euk_ASV_210	0.161143958568573
Euk_ASV_33	Euk_ASV_210	0.170864070741243
Euk_ASV_182	Euk_ASV_210	0.179914973644799
Euk_ASV_189	Euk_ASV_210	0.20934159551363
Euk_ASV_191	Euk_ASV_210	0.134721912273179
Euk_ASV_106	Euk_ASV_211	0.533322795592591
Euk_ASV_172	Euk_ASV_211	0.443423664529441
Euk_ASV_67	Euk_ASV_212	0.169613313792826
Euk_ASV_90	Euk_ASV_212	0.195616857687828
Euk_ASV_196	Euk_ASV_212	0.192498116707704
Euk_ASV_28	Euk_ASV_213	0.145532132999535
Euk_ASV_177	Euk_ASV_213	0.173601980235496
Euk_ASV_79	Euk_ASV_214	0.182343234074676
Euk_ASV_213	Euk_ASV_214	0.167623628594366
Euk_ASV_86	Euk_ASV_215	0.134405034826836
Euk_ASV_29	Euk_ASV_216	0.129401309553296
Euk_ASV_191	Euk_ASV_216	0.220550609017075
Euk_ASV_101	Euk_ASV_217	0.206881705463799
Euk_ASV_204	Euk_ASV_217	0.177443112835189
Euk_ASV_51	Euk_ASV_221	0.161595188049032
Euk_ASV_136	Euk_ASV_221	0.216058670003001
Euk_ASV_146	Euk_ASV_221	0.185627506915167
Euk_ASV_221	Euk_ASV_222	0.223432477240163
Euk_ASV_9	Euk_ASV_224	0.166497159847465
Euk_ASV_17	Euk_ASV_224	0.132769545876655
Euk_ASV_76	Euk_ASV_224	-0.150745604492605
Euk_ASV_77	Euk_ASV_224	0.13669048824693
Euk_ASV_218	Euk_ASV_224	0.13809870876163
Euk_ASV_219	Euk_ASV_225	0.177895762813957
Euk_ASV_106	Euk_ASV_226	0.215818052048195
Euk_ASV_172	Euk_ASV_226	0.224602780320807
Euk_ASV_60	Euk_ASV_227	0.206161037317207
Euk_ASV_67	Euk_ASV_227	0.259639290681988
Euk_ASV_75	Euk_ASV_227	0.152098602561138
Euk_ASV_95	Euk_ASV_227	0.18824013349514
Euk_ASV_117	Euk_ASV_227	0.142583333049206
Euk_ASV_126	Euk_ASV_227	0.228450242602278
Euk_ASV_136	Euk_ASV_228	0.258150586072385
Euk_ASV_164	Euk_ASV_228	0.140835704014025
Euk_ASV_180	Euk_ASV_228	0.145186653012741
Euk_ASV_171	Euk_ASV_230	0.220670478637992
Euk_ASV_214	Euk_ASV_231	0.458771819780378
Euk_ASV_176	Euk_ASV_232	0.191186424004202
Euk_ASV_184	Euk_ASV_232	0.138211846550911
Euk_ASV_33	Euk_ASV_235	0.160276093492772
Euk_ASV_56	Euk_ASV_235	0.307742255251637
Euk_ASV_67	Euk_ASV_236	0.154760491425182
Euk_ASV_140	Euk_ASV_236	0.635989632519836
Euk_ASV_143	Euk_ASV_236	0.179397126941962
Euk_ASV_32	Euk_ASV_238	0.205352700302616
Euk_ASV_103	Euk_ASV_238	0.169380643668788
Euk_ASV_107	Euk_ASV_238	0.25444716422891
Euk_ASV_120	Euk_ASV_238	0.500035053595036
Euk_ASV_158	Euk_ASV_238	0.248652792567529
Euk_ASV_162	Euk_ASV_238	0.184076794502534
Euk_ASV_192	Euk_ASV_238	0.160245346043034
Euk_ASV_23	Euk_ASV_241	0.210397417508121
Euk_ASV_225	Euk_ASV_252	0.201107166294332
Euk_ASV_227	Euk_ASV_254	0.224005493779296
Euk_ASV_145	Euk_ASV_255	0.147821008821994
Euk_ASV_86	Euk_ASV_257	0.16613396142372
Euk_ASV_154	Euk_ASV_257	0.26596092815347
Euk_ASV_224	Euk_ASV_257	0.237173600339007
Euk_ASV_204	Euk_ASV_258	0.198833939514861
Euk_ASV_238	Euk_ASV_258	0.167246285636962
Euk_ASV_23	Euk_ASV_260	0.207659412143511
Euk_ASV_4	Euk_ASV_262	0.264214160446678
Euk_ASV_156	Euk_ASV_262	0.165892285941768
Euk_ASV_80	Euk_ASV_265	0.265330639980526
Euk_ASV_95	Euk_ASV_265	0.139565806620218
Euk_ASV_227	Euk_ASV_265	0.22435722995705
Euk_ASV_16	Euk_ASV_267	0.132760819518578
Euk_ASV_24	Euk_ASV_267	0.130917616301518
Euk_ASV_67	Euk_ASV_267	0.39962824711411
Euk_ASV_75	Euk_ASV_267	0.130323353486093
Euk_ASV_117	Euk_ASV_267	0.180187752299925
Euk_ASV_219	Euk_ASV_267	0.230568360468658
Euk_ASV_32	Euk_ASV_268	0.168219934326285
Euk_ASV_70	Euk_ASV_268	0.154444654738167
Euk_ASV_88	Euk_ASV_268	0.213910962022072
Euk_ASV_98	Euk_ASV_268	0.220385417324233
Euk_ASV_134	Euk_ASV_268	0.268858072454838
Euk_ASV_257	Euk_ASV_269	0.28827623899274
Euk_ASV_4	Euk_ASV_270	0.147568184565839
Euk_ASV_6	Euk_ASV_270	0.158425289215798
Euk_ASV_30	Euk_ASV_270	0.145721222853075
Euk_ASV_76	Euk_ASV_270	0.145736133740263
Euk_ASV_118	Euk_ASV_270	0.157897917206943
Euk_ASV_145	Euk_ASV_270	0.175975363081728
Euk_ASV_136	Euk_ASV_272	0.140186776075708
Euk_ASV_151	Euk_ASV_272	0.201484748565553
Euk_ASV_218	Euk_ASV_272	0.203542563451741
Euk_ASV_221	Euk_ASV_272	0.151851738417201
Euk_ASV_106	Euk_ASV_273	0.264159984955823
Euk_ASV_172	Euk_ASV_273	0.242522469779051
Euk_ASV_226	Euk_ASV_273	0.300572079214285
Euk_ASV_53	Euk_ASV_274	0.135171915295488
Euk_ASV_133	Euk_ASV_274	0.129408065433897
Euk_ASV_37	Euk_ASV_275	0.139996925968285
Euk_ASV_85	Euk_ASV_275	0.151774867015023
Euk_ASV_159	Euk_ASV_275	0.203081822819959
Euk_ASV_177	Euk_ASV_275	0.232945227566973
Euk_ASV_17	Euk_ASV_276	0.139583313221661
Euk_ASV_94	Euk_ASV_277	0.199312898825477
Euk_ASV_194	Euk_ASV_277	0.190605986565856
Euk_ASV_214	Euk_ASV_277	0.191393152834595
Euk_ASV_81	Euk_ASV_280	0.310598679977058
Euk_ASV_228	Euk_ASV_280	0.136518493303391
Euk_ASV_272	Euk_ASV_280	0.230218866249884
Euk_ASV_95	Euk_ASV_281	0.145948662939347
Euk_ASV_198	Euk_ASV_281	0.130493007444295
Euk_ASV_265	Euk_ASV_281	0.246365752560915
Euk_ASV_75	Euk_ASV_282	0.195110953954881
Euk_ASV_27	Euk_ASV_283	0.185080063261433
Euk_ASV_31	Euk_ASV_283	0.156067240336926
Euk_ASV_45	Euk_ASV_283	0.129646968432197
Euk_ASV_201	Euk_ASV_283	0.210358719318756
Euk_ASV_146	Euk_ASV_284	0.208467660741387
Euk_ASV_154	Euk_ASV_285	0.13873462951489
Euk_ASV_154	Euk_ASV_286	0.224412734404333
Euk_ASV_216	Euk_ASV_287	0.176751814319954
Euk_ASV_75	Euk_ASV_288	0.214595970083141
Euk_ASV_79	Euk_ASV_291	0.234545392526949
Euk_ASV_148	Euk_ASV_291	0.129546123916292
Euk_ASV_17	Euk_ASV_292	0.137065595404523
Euk_ASV_257	Euk_ASV_292	0.167621837806499
Euk_ASV_276	Euk_ASV_292	0.149613303031078
Euk_ASV_28	Euk_ASV_293	0.152311503364979
Euk_ASV_182	Euk_ASV_293	0.159943159226196
Euk_ASV_291	Euk_ASV_293	0.154037932973836
Euk_ASV_90	Euk_ASV_294	0.145820812968258
Euk_ASV_266	Euk_ASV_294	0.163700638929815
Euk_ASV_191	Euk_ASV_295	0.133560598471564
Euk_ASV_116	Euk_ASV_296	0.134292726474871
Euk_ASV_144	Euk_ASV_296	0.757149566285245
Euk_ASV_8	Euk_ASV_299	0.188605599480547
Euk_ASV_58	Euk_ASV_299	0.222023932377741
Euk_ASV_266	Euk_ASV_299	0.233777181019063
Euk_ASV_294	Euk_ASV_299	0.257485939079438
Euk_ASV_2	Euk_ASV_300	-0.12931074554652
Euk_ASV_3	Euk_ASV_300	0.290879790350209
Euk_ASV_42	Euk_ASV_300	0.193381755874422
Euk_ASV_160	Euk_ASV_304	0.142051508223512
Euk_ASV_75	Euk_ASV_305	0.195524495944024
Euk_ASV_90	Euk_ASV_305	0.183861938972544
Euk_ASV_212	Euk_ASV_305	0.194733393844118
Euk_ASV_240	Euk_ASV_305	0.137038052575206
Euk_ASV_116	Euk_ASV_307	0.239287060374064
Euk_ASV_294	Euk_ASV_307	0.179267149559149
Euk_ASV_82	Euk_ASV_308	0.202288874025838
Euk_ASV_122	Euk_ASV_308	0.148282350624622
Euk_ASV_162	Euk_ASV_308	0.258701015055964
Euk_ASV_204	Euk_ASV_308	0.137235697750346
Euk_ASV_268	Euk_ASV_308	0.156815210224439
Euk_ASV_158	Euk_ASV_309	0.129086213970534
Euk_ASV_284	Euk_ASV_309	0.140375723410516
Euk_ASV_36	Euk_ASV_310	-0.136445823696628
Euk_ASV_22	Euk_ASV_312	0.210300695248242
Euk_ASV_51	Euk_ASV_312	0.249043984993152
Euk_ASV_170	Euk_ASV_312	0.189022897586029
Euk_ASV_257	Euk_ASV_312	0.324420532876635
Euk_ASV_300	Euk_ASV_313	0.181263865645617
Euk_ASV_307	Euk_ASV_313	0.136817461847238
Euk_ASV_310	Euk_ASV_314	0.131023306006737
Euk_ASV_10	Euk_ASV_315	0.189868575876103
Euk_ASV_191	Euk_ASV_315	0.14263160336087
Euk_ASV_269	Euk_ASV_316	0.175214467652097
Euk_ASV_154	Euk_ASV_317	0.167744706073325
Euk_ASV_260	Euk_ASV_317	0.17893481568286
Euk_ASV_280	Euk_ASV_317	0.182406916263915
Euk_ASV_285	Euk_ASV_317	0.18244458224033
Euk_ASV_127	Euk_ASV_318	0.157627204337128
Euk_ASV_219	Euk_ASV_318	0.250019392367627
Euk_ASV_82	Euk_ASV_319	0.187145828706731
Euk_ASV_169	Euk_ASV_319	0.243547516832205
Euk_ASV_82	Euk_ASV_320	0.129136073771246
Euk_ASV_88	Euk_ASV_320	0.168121393958468
Euk_ASV_256	Euk_ASV_320	0.154974445333928
Euk_ASV_229	Euk_ASV_321	0.186782954690727
Euk_ASV_98	Euk_ASV_322	0.159305118815767
Euk_ASV_209	Euk_ASV_323	0.247485692920828
Euk_ASV_239	Euk_ASV_323	0.173770793813511
Euk_ASV_266	Euk_ASV_324	0.136777476216063
Euk_ASV_299	Euk_ASV_324	0.160264836862425
Euk_ASV_289	Euk_ASV_325	0.1478541756094
Euk_ASV_306	Euk_ASV_325	0.223777409493712
Euk_ASV_28	Euk_ASV_326	0.134414208975301
Euk_ASV_32	Euk_ASV_326	0.217977255582809
Euk_ASV_109	Euk_ASV_326	0.154590711189347
Euk_ASV_142	Euk_ASV_326	0.133826235897057
Euk_ASV_145	Euk_ASV_326	0.190976750065399
Euk_ASV_182	Euk_ASV_326	0.140252367190125
Euk_ASV_204	Euk_ASV_326	0.203100798488261
Euk_ASV_274	Euk_ASV_326	0.238371679188746
Euk_ASV_87	Euk_ASV_327	0.22733969418976
Euk_ASV_155	Euk_ASV_327	0.145614987321454
Euk_ASV_117	Euk_ASV_328	0.2412802080875
Euk_ASV_121	Euk_ASV_328	0.136235936408354
Euk_ASV_219	Euk_ASV_328	0.230299182655113
Euk_ASV_82	Euk_ASV_329	0.182973657887293
Euk_ASV_235	Euk_ASV_329	0.129072575247375
Euk_ASV_70	Euk_ASV_330	0.139690216027119
Euk_ASV_171	Euk_ASV_330	0.19912879806546
Euk_ASV_289	Euk_ASV_330	0.192337431231047
Euk_ASV_310	Euk_ASV_330	0.264016362818353
Euk_ASV_70	Euk_ASV_331	0.257868995576698
Euk_ASV_277	Euk_ASV_331	0.1647142839094
Euk_ASV_295	Euk_ASV_333	0.129410187142396
Euk_ASV_323	Euk_ASV_333	0.16076520360405
Euk_ASV_129	Euk_ASV_334	0.15431435874447
Euk_ASV_142	Euk_ASV_334	0.182834679236871
Euk_ASV_179	Euk_ASV_334	0.218413862564487
Euk_ASV_192	Euk_ASV_334	0.235407791042027
Euk_ASV_229	Euk_ASV_334	0.199298380141296
Euk_ASV_238	Euk_ASV_334	0.141552466982186
Euk_ASV_262	Euk_ASV_334	0.21782823072039
Euk_ASV_87	Euk_ASV_336	0.168608349259507
Euk_ASV_118	Euk_ASV_336	0.182721319165903
Euk_ASV_204	Euk_ASV_336	0.161587282862199
Euk_ASV_206	Euk_ASV_336	0.160219771664467
Euk_ASV_214	Euk_ASV_336	0.133043792270922
Euk_ASV_308	Euk_ASV_336	0.171038940099317
Euk_ASV_10	Euk_ASV_340	0.134785005696193
Euk_ASV_239	Euk_ASV_340	0.169952865452372
Euk_ASV_4	Euk_ASV_341	0.191890352019505
Euk_ASV_158	Euk_ASV_341	0.166315914257022
Euk_ASV_159	Euk_ASV_341	0.195590808798544
Euk_ASV_171	Euk_ASV_341	0.211994059806537
Euk_ASV_179	Euk_ASV_341	0.259239185366559
Euk_ASV_326	Euk_ASV_341	0.166627580827704
Euk_ASV_4	Euk_ASV_342	0.182856013560091
Euk_ASV_36	Euk_ASV_342	0.16215088379573
Euk_ASV_37	Euk_ASV_342	0.131503900625736
Euk_ASV_319	Euk_ASV_342	0.410829519037124
Euk_ASV_29	Euk_ASV_343	0.189617988869371
Euk_ASV_141	Euk_ASV_343	0.338134485475428
Euk_ASV_231	Euk_ASV_343	0.178585511815187
Euk_ASV_60	Euk_ASV_344	0.138517671675758
Euk_ASV_80	Euk_ASV_344	0.130437387860527
Euk_ASV_206	Euk_ASV_345	0.290490218154815
Euk_ASV_326	Euk_ASV_345	0.173312287468083
Euk_ASV_57	Euk_ASV_347	0.213108001481337
Euk_ASV_146	Euk_ASV_347	0.133457403132005
Euk_ASV_180	Euk_ASV_347	0.2949979355161
Euk_ASV_312	Euk_ASV_347	0.136622613741994
Euk_ASV_70	Euk_ASV_348	0.158707130434062
Euk_ASV_124	Euk_ASV_348	0.172239026623715
Euk_ASV_256	Euk_ASV_351	0.169771341727196
Euk_ASV_191	Euk_ASV_352	0.157643487137587
Euk_ASV_255	Euk_ASV_352	0.185401069247926
Euk_ASV_58	Euk_ASV_353	0.316312043018038
Euk_ASV_208	Euk_ASV_354	0.153971581674137
Euk_ASV_288	Euk_ASV_354	0.12929566644677
Euk_ASV_256	Euk_ASV_356	0.168359604191164
Euk_ASV_322	Euk_ASV_356	0.139296116416586
Euk_ASV_128	Euk_ASV_358	0.258951193267713
Euk_ASV_116	Euk_ASV_360	0.2620339167707
Euk_ASV_144	Euk_ASV_360	0.136375082591405
Euk_ASV_154	Euk_ASV_361	0.166414574320159
Euk_ASV_218	Euk_ASV_361	0.403914739851722
Euk_ASV_280	Euk_ASV_361	0.154873124766977
Euk_ASV_317	Euk_ASV_361	0.194609216252749
Euk_ASV_72	Euk_ASV_362	0.135723420464805
Euk_ASV_82	Euk_ASV_362	0.130244163068222
Euk_ASV_103	Euk_ASV_362	0.133508635622373
