"PhylumDivision"	"ID"	"Kingdom"	"color"
"Bacteroidetes"	"Prok_ASV_840"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_675"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_371"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_553"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_2786"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_494"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_8305"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_1225"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_247"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_2935"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_2161"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_551"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_49"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_378"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_2571"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_485"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_413"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_623"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_3871"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_2902"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_1593"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_185"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_1478"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_441"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_1911"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_2070"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_304"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_13097"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_958"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_396"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_251"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_535"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_372"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_126"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_7662"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_189"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_3106"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_893"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_4070"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_223"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_881"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_1121"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_878"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_716"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_1425"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_493"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_2094"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_3385"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_409"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_12869"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_1833"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_3820"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_1673"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_2318"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_342"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_5601"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_859"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_915"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_3832"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_1539"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_4251"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_570"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_438"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_265"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_2526"	"Bacteria"	"#E3F4AB"
"Bacteroidetes"	"Prok_ASV_4740"	"Bacteria"	"#E3F4AB"
"Calditrichaeota"	"Prok_ASV_3350"	"Bacteria"	"#243B97"
"Centroheliozoa"	"Euk_ASV_7821"	"Eukaryota"	"#51228C"
"Centroheliozoa"	"Euk_ASV_3736"	"Eukaryota"	"#51228C"
"Centroheliozoa"	"Euk_ASV_3869"	"Eukaryota"	"#51228C"
"Centroheliozoa"	"Euk_ASV_778"	"Eukaryota"	"#51228C"
"Centroheliozoa"	"Euk_ASV_2836"	"Eukaryota"	"#51228C"
"Centroheliozoa"	"Euk_ASV_8100"	"Eukaryota"	"#51228C"
"Centroheliozoa"	"Euk_ASV_82"	"Eukaryota"	"#51228C"
"Centroheliozoa"	"Euk_ASV_805"	"Eukaryota"	"#51228C"
"Centroheliozoa"	"Euk_ASV_2247"	"Eukaryota"	"#51228C"
"Centroheliozoa"	"Euk_ASV_7801"	"Eukaryota"	"#51228C"
"Cercozoa"	"Euk_ASV_42"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_1240"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_1654"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_798"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_3061"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_2853"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_1012"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_573"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_1810"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_4725"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_1775"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_6792"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_1030"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_994"	"Eukaryota"	"#FCC8C3"
"Cercozoa"	"Euk_ASV_2771"	"Eukaryota"	"#FCC8C3"
"ChA"	"Prok_ASV_505"	"Bacteria"	"#CDEA9D"
"ChO"	"Prok_ASV_461"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_156"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_393"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4506"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3936"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1282"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2222"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_278"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1351"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2658"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1726"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2604"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2122"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_5927"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3124"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4218"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1231"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_13800"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3628"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_7969"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1213"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4810"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3090"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1922"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_5410"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3929"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_961"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_487"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2151"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2156"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3229"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1749"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2996"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2850"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_5164"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2448"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1575"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4184"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_5595"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3637"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_8697"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_6868"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4313"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4316"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4219"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1391"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3991"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_6031"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1300"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4034"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2891"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2924"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2373"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3757"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2352"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2930"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4364"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_5611"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2407"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_895"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_6392"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4481"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2188"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1319"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_765"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2271"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2217"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2220"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2456"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4466"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4519"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_484"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2385"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4097"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1584"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1820"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4071"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1504"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_857"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1783"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3967"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_914"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4521"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1847"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1641"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3035"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2627"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2687"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1913"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3397"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_5184"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4805"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3014"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1804"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3783"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3544"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2710"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3545"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1262"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_233"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_639"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3591"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3448"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3773"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1881"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1787"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_5473"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1303"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3216"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_312"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4862"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2153"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4540"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2993"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1912"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_10740"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_826"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3153"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3864"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_474"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3484"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3373"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2865"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4402"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_876"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4958"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4268"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1157"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3395"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3138"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_927"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3041"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3780"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2084"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1940"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3011"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3493"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2043"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4372"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4371"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_2907"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_3152"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_12361"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1979"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_651"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_1480"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_5757"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_572"	"Bacteria"	"#2253A3"
"ChO"	"Prok_ASV_4712"	"Bacteria"	"#2253A3"
"Chlorophyta"	"Euk_ASV_128"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1231"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_387"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_784"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1933"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_2321"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1633"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_141"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_5849"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_754"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_2314"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_7843"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_5930"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_5771"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1884"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1945"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1937"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_2374"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_943"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_343"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1525"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1106"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1659"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_3375"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_538"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_5104"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_3150"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_12"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1032"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_10160"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_4330"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_645"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_188"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_89"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1700"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_2931"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_138"	"Eukaryota"	"#64469D"
"Chlorophyta"	"Euk_ASV_1077"	"Eukaryota"	"#64469D"
"Choanoflagellida"	"Euk_ASV_2980"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_4264"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_5019"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_882"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_4445"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_623"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_3855"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_3033"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_2633"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_1861"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_4693"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_3311"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_4709"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_5535"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_1082"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_1936"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_3772"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_488"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_2281"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_1197"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_5820"	"Eukaryota"	"#FAA8B7"
"Choanoflagellida"	"Euk_ASV_3945"	"Eukaryota"	"#FAA8B7"
"Ciliophora"	"Euk_ASV_3218"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_588"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_2363"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_2785"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_4334"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_469"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_5278"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_3100"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_7820"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_599"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_6028"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_610"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_2097"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_1998"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_4583"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_7260"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_1837"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_3510"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_2912"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_764"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_2991"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_3008"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_3409"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_2918"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_467"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_3442"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_5424"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_2933"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_1865"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_7949"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_5712"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_4024"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_6077"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_2720"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_1264"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_14645"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_4866"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_773"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_3666"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_484"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_58"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_5326"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_277"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_1215"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_541"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_4454"	"Eukaryota"	"#776CB1"
"Ciliophora"	"Euk_ASV_7290"	"Eukaryota"	"#776CB1"
"Crenarchaeota"	"Prok_ASV_5590"	"Archaea"	"#FB6A4A"
"Crenarchaeota"	"Prok_ASV_2498"	"Archaea"	"#FB6A4A"
"Cryptophyta"	"Euk_ASV_3739"	"Eukaryota"	"#F87CA8"
"Cryptophyta"	"Euk_ASV_1429"	"Eukaryota"	"#F87CA8"
"Cryptophyta"	"Euk_ASV_5701"	"Eukaryota"	"#F87CA8"
"Cryptophyta"	"Euk_ASV_8080"	"Eukaryota"	"#F87CA8"
"Cryptophyta"	"Euk_ASV_596"	"Eukaryota"	"#F87CA8"
"Cryptophyta"	"Euk_ASV_7973"	"Eukaryota"	"#F87CA8"
"Cryptophyta"	"Euk_ASV_4852"	"Eukaryota"	"#F87CA8"
"Cryptophyta"	"Euk_ASV_5371"	"Eukaryota"	"#F87CA8"
"Cryptophyta"	"Euk_ASV_472"	"Eukaryota"	"#F87CA8"
"Cyanobacteria"	"Prok_ASV_1100"	"Bacteria"	"#B1DE8F"
"Cyanobacteria"	"Prok_ASV_194"	"Bacteria"	"#B1DE8F"
"Cyanobacteria"	"Prok_ASV_1559"	"Bacteria"	"#B1DE8F"
"Cyanobacteria"	"Prok_ASV_92"	"Bacteria"	"#B1DE8F"
"Cyanobacteria"	"Prok_ASV_1519"	"Bacteria"	"#B1DE8F"
"Cyanobacteria"	"Prok_ASV_1427"	"Bacteria"	"#B1DE8F"
